Designator,Mid X,Mid Y,Layer,Rotation,Comment
C1107,22.6,58.4,Top,0,0603_0.1uF
C1108,24.4,58.4,Top,180,0603_0.1uF
C1109,26.2,58.4,Top,180,0603_0.1uF
C1110,28.0,58.4,Top,0,0603_0.1uF
C1111,29.8,58.4,Top,180,0603_0.1uF
C1112,31.6,58.4,Top,90,0603_0.1uF
C1113,33.4,58.4,Top,270,0603_0.1uF
C1114,35.2,58.4,Top,0,0603_0.1uF
C1115,37.0,58.4,Top,180,0603_0.1uF
C1116,38.8,58.4,Top,0,0603_0.1uF
C1117,40.6,58.4,Top,90,0603_0.1uF
C1118,42.4,58.4,Top,180,0603_0.1uF
C1119,44.2,58.4,Top,180,0603_0.1uF
C1120,46.0,58.4,Top,180,0603_0.1uF
C1121,47.8,58.4,Top,180,0603_0.1uF
C1122,49.6,58.4,Top,0,0603_0.1uF
C1123,51.4,58.4,Top,90,0603_0.1uF
C1124,53.2,58.4,Top,90,0603_0.1uF
C1125,55.0,58.4,Top,270,0603_0.1uF
C1126,56.8,58.4,Top,0,0603_0.1uF
C1127,58.6,58.4,Top,90,0603_0.1uF
C1128,60.4,58.4,Top,0,0603_0.1uF
C1129,62.2,58.4,Top,0,0603_0.1uF
C1130,64.0,58.4,Top,90,0603_0.1uF
C1131,65.8,58.4,Top,270,0603_0.1uF
C1132,67.6,58.4,Top,270,0603_0.1uF
C1133,69.4,58.4,Top,270,0603_0.1uF
C1134,71.2,58.4,Top,180,0603_0.1uF
C1135,73.0,58.4,Top,90,0603_0.1uF
C1136,74.8,58.4,Top,180,0603_0.1uF
C1137,76.6,58.4,Top,180,0603_0.1uF
C1138,78.4,58.4,Top,180,0603_0.1uF
C1139,80.2,58.4,Top,0,0603_0.1uF
C1140,82.0,58.4,Top,0,0603_0.1uF
C1141,83.8,58.4,Top,90,0603_0.1uF
C1142,85.6,58.4,Top,90,0603_0.1uF
C1143,87.4,58.4,Top,0,0603_0.1uF
C1144,89.2,58.4,Top,0,0603_0.1uF
C1145,91.0,58.4,Top,180,0603_0.1uF
C1146,92.8,58.4,Top,270,0603_0.1uF
C1147,94.6,58.4,Top,270,0603_0.1uF
C1148,96.4,58.4,Top,270,0603_0.1uF
C1149,98.2,58.4,Top,270,0603_0.1uF
C1150,10.0,60.6,Top,270,0603_0.1uF
C1151,11.8,60.6,Top,180,0603_0.1uF
C1152,13.6,60.6,Top,90,0603_0.1uF
C1153,15.4,60.6,Top,0,0603_0.1uF
C1154,17.2,60.6,Top,180,0603_0.1uF
C1155,19.0,60.6,Top,270,0603_0.1uF
C1156,20.8,60.6,Top,0,0603_0.1uF
C1157,22.6,60.6,Top,180,0603_0.1uF
C1158,24.4,60.6,Top,270,0603_0.1uF
C1159,26.2,60.6,Top,180,0603_0.1uF
C1160,28.0,60.6,Top,0,0603_0.1uF
C1161,29.8,60.6,Top,90,0603_0.1uF
C1162,31.6,60.6,Top,270,0603_0.1uF
C1163,33.4,60.6,Top,0,0603_0.1uF
C1164,35.2,60.6,Top,0,0603_0.1uF
C1165,37.0,60.6,Top,90,0603_0.1uF
C1166,38.8,60.6,Top,180,0603_0.1uF
C1167,40.6,60.6,Top,90,0603_0.1uF
C1168,42.4,60.6,Top,90,0603_0.1uF
C1169,44.2,60.6,Top,180,0603_0.1uF
C1170,46.0,60.6,Top,180,0603_0.1uF
C1171,47.8,60.6,Top,180,0603_0.1uF
C1172,49.6,60.6,Top,0,0603_0.1uF
C1173,51.4,60.6,Top,0,0603_0.1uF
C1174,53.2,60.6,Top,270,0603_0.1uF
C1175,55.0,60.6,Top,270,0603_0.1uF
C1176,56.8,60.6,Top,90,0603_0.1uF
C1177,58.6,60.6,Top,90,0603_0.1uF
C1178,60.4,60.6,Top,270,0603_0.1uF
C1179,62.2,60.6,Top,90,0603_0.1uF
C1180,64.0,60.6,Top,180,0603_0.1uF
C1181,65.8,60.6,Top,0,0603_0.1uF
C1182,67.6,60.6,Top,270,0603_0.1uF
C1183,69.4,60.6,Top,0,0603_0.1uF
C1184,71.2,60.6,Top,270,0603_0.1uF
C1185,73.0,60.6,Top,0,0603_0.1uF
C1186,74.8,60.6,Top,270,0603_0.1uF
C1187,76.6,60.6,Top,0,0603_0.1uF
C1188,78.4,60.6,Top,180,0603_0.1uF
C1189,80.2,60.6,Top,270,0603_0.1uF
C1190,82.0,60.6,Top,270,0603_0.1uF
C1191,83.8,60.6,Top,270,0603_0.1uF
C1192,85.6,60.6,Top,180,0603_0.1uF
C1193,87.4,60.6,Top,0,0603_0.1uF
C1194,89.2,60.6,Top,270,0603_0.1uF
C1195,91.0,60.6,Top,0,0603_0.1uF
C1196,92.8,60.6,Top,180,0603_0.1uF
C1197,94.6,60.6,Top,90,0603_0.1uF
C1198,96.4,60.6,Top,270,0603_0.1uF
C1199,98.2,60.6,Top,180,0603_0.1uF
C1200,10.0,62.8,Top,0,0603_0.1uF
C1201,11.8,62.8,Top,270,0603_0.1uF
C1202,13.6,62.8,Top,0,0603_0.1uF
C1203,15.4,62.8,Top,90,0603_0.1uF
C1204,17.2,62.8,Top,270,0603_0.1uF
C1205,19.0,62.8,Top,270,0603_0.1uF
C1206,20.8,62.8,Top,0,0603_0.1uF
C1207,22.6,62.8,Top,270,0603_0.1uF
C1208,24.4,62.8,Top,180,0603_0.1uF
C1209,26.2,62.8,Top,180,0603_0.1uF
C1210,28.0,62.8,Top,90,0603_0.1uF
C1211,29.8,62.8,Top,180,0603_0.1uF
C1212,31.6,62.8,Top,90,0603_0.1uF
C1213,33.4,62.8,Top,0,0603_0.1uF
C1214,35.2,62.8,Top,0,0603_0.1uF
C1215,37.0,62.8,Top,90,0603_0.1uF
C1216,38.8,62.8,Top,180,0603_0.1uF
C1217,40.6,62.8,Top,180,0603_0.1uF
C1218,42.4,62.8,Top,90,0603_0.1uF
C1219,44.2,62.8,Top,90,0603_0.1uF
C1220,46.0,62.8,Top,0,0603_0.1uF
C1221,47.8,62.8,Top,90,0603_0.1uF
C1222,49.6,62.8,Top,180,0603_0.1uF
C1223,51.4,62.8,Top,90,0603_0.1uF
C1224,53.2,62.8,Top,90,0603_0.1uF
C1225,55.0,62.8,Top,90,0603_0.1uF
C1226,56.8,62.8,Top,0,0603_0.1uF
C1227,58.6,62.8,Top,90,0603_0.1uF
C1228,60.4,62.8,Top,270,0603_0.1uF
C1229,62.2,62.8,Top,270,0603_0.1uF
C1230,64.0,62.8,Top,270,0603_0.1uF
C1231,65.8,62.8,Top,180,0603_0.1uF
C1232,67.6,62.8,Top,180,0603_0.1uF
C1233,69.4,62.8,Top,90,0603_0.1uF
C1234,71.2,62.8,Top,270,0603_0.1uF
C1235,73.0,62.8,Top,0,0603_0.1uF
C1236,74.8,62.8,Top,270,0603_0.1uF
C1237,76.6,62.8,Top,270,0603_0.1uF
C1238,78.4,62.8,Top,180,0603_0.1uF
C1239,80.2,62.8,Top,180,0603_0.1uF
C1240,82.0,62.8,Top,0,0603_0.1uF
C1241,83.8,62.8,Top,180,0603_0.1uF
C1242,85.6,62.8,Top,0,0603_0.1uF
C1243,87.4,62.8,Top,180,0603_0.1uF
C1244,89.2,62.8,Top,270,0603_0.1uF
C1245,91.0,62.8,Top,270,0603_0.1uF
C1246,92.8,62.8,Top,0,0603_0.1uF
C1247,94.6,62.8,Top,0,0603_0.1uF
C1248,96.4,62.8,Top,180,0603_0.1uF
C1249,98.2,62.8,Top,180,0603_0.1uF
C1250,10.0,65.0,Top,0,0603_0.1uF
C1251,11.8,65.0,Top,0,0603_0.1uF
C1252,13.6,65.0,Top,270,0603_0.1uF
C1253,15.4,65.0,Top,270,0603_0.1uF
C1254,17.2,65.0,Top,0,0603_0.1uF
C1255,19.0,65.0,Top,270,0603_0.1uF
C1256,20.8,65.0,Top,90,0603_0.1uF
C1257,22.6,65.0,Top,180,0603_0.1uF
C1258,24.4,65.0,Top,270,0603_0.1uF
C1259,26.2,65.0,Top,90,0603_0.1uF
C1260,28.0,65.0,Top,0,0603_0.1uF
C1261,29.8,65.0,Top,270,0603_0.1uF
C1262,31.6,65.0,Top,0,0603_0.1uF
C1263,33.4,65.0,Top,180,0603_0.1uF
C1264,35.2,65.0,Top,0,0603_0.1uF
C1265,37.0,65.0,Top,90,0603_0.1uF
C1266,38.8,65.0,Top,0,0603_0.1uF
C1267,40.6,65.0,Top,90,0603_0.1uF
C1268,42.4,65.0,Top,270,0603_0.1uF
C1269,44.2,65.0,Top,270,0603_0.1uF
C1270,46.0,65.0,Top,90,0603_0.1uF
C1271,47.8,65.0,Top,180,0603_0.1uF
C1272,49.6,65.0,Top,180,0603_0.1uF
C1273,51.4,65.0,Top,180,0603_0.1uF
C1274,53.2,65.0,Top,270,0603_0.1uF
C1275,55.0,65.0,Top,270,0603_0.1uF
C1276,56.8,65.0,Top,180,0603_0.1uF
C1277,58.6,65.0,Top,0,0603_0.1uF
C1278,60.4,65.0,Top,180,0603_0.1uF
C1279,62.2,65.0,Top,0,0603_0.1uF
C1280,64.0,65.0,Top,180,0603_0.1uF
C1281,65.8,65.0,Top,0,0603_0.1uF
C1282,67.6,65.0,Top,270,0603_0.1uF
C1283,69.4,65.0,Top,180,0603_0.1uF
C1284,71.2,65.0,Top,180,0603_0.1uF
C1285,73.0,65.0,Top,90,0603_0.1uF
C1286,74.8,65.0,Top,180,0603_0.1uF
C1287,76.6,65.0,Top,0,0603_0.1uF
C1288,78.4,65.0,Top,90,0603_0.1uF
C1289,80.2,65.0,Top,180,0603_0.1uF
C1290,82.0,65.0,Top,180,0603_0.1uF
C1291,83.8,65.0,Top,270,0603_0.1uF
C1292,85.6,65.0,Top,90,0603_0.1uF
C1293,87.4,65.0,Top,0,0603_0.1uF
C1294,89.2,65.0,Top,180,0603_0.1uF
C1295,91.0,65.0,Top,270,0603_0.1uF
C1296,92.8,65.0,Top,180,0603_0.1uF
C1297,94.6,65.0,Top,90,0603_0.1uF
C1298,96.4,65.0,Top,0,0603_0.1uF
C1299,98.2,65.0,Top,270,0603_0.1uF
C1300,10.0,67.2,Top,180,0603_0.1uF
C1301,11.8,67.2,Top,0,0603_0.1uF
C1302,13.6,67.2,Top,180,0603_0.1uF
C1303,15.4,67.2,Top,180,0603_0.1uF
C1304,17.2,67.2,Top,90,0603_0.1uF
C1305,19.0,67.2,Top,90,0603_0.1uF
C1306,20.8,67.2,Top,180,0603_0.1uF
C1307,22.6,67.2,Top,270,0603_0.1uF
C1308,24.4,67.2,Top,90,0603_0.1uF
C1309,26.2,67.2,Top,90,0603_0.1uF
C1310,28.0,67.2,Top,90,0603_0.1uF
C1311,29.8,67.2,Top,90,0603_0.1uF
C1312,31.6,67.2,Top,0,0603_0.1uF
C1313,33.4,67.2,Top,180,0603_0.1uF
C1314,35.2,67.2,Top,0,0603_0.1uF
C1315,37.0,67.2,Top,0,0603_0.1uF
C1316,38.8,67.2,Top,180,0603_0.1uF
C1317,40.6,67.2,Top,90,0603_0.1uF
C1318,42.4,67.2,Top,270,0603_0.1uF
C1319,44.2,67.2,Top,90,0603_0.1uF
C1320,46.0,67.2,Top,90,0603_0.1uF
C1321,47.8,67.2,Top,90,0603_0.1uF
C1322,49.6,67.2,Top,90,0603_0.1uF
C1323,51.4,67.2,Top,270,0603_0.1uF
C1324,53.2,67.2,Top,0,0603_0.1uF
C1325,55.0,67.2,Top,270,0603_0.1uF
C1326,56.8,67.2,Top,180,0603_0.1uF
C1327,58.6,67.2,Top,90,0603_0.1uF
C1328,60.4,67.2,Top,270,0603_0.1uF
C1329,62.2,67.2,Top,180,0603_0.1uF
C1330,64.0,67.2,Top,270,0603_0.1uF
C1331,65.8,67.2,Top,90,0603_0.1uF
C1332,67.6,67.2,Top,90,0603_0.1uF
C1333,69.4,67.2,Top,180,0603_0.1uF
C1334,71.2,67.2,Top,270,0603_0.1uF
C1335,73.0,67.2,Top,90,0603_0.1uF
C1336,74.8,67.2,Top,180,0603_0.1uF
C1337,76.6,67.2,Top,270,0603_0.1uF
C1338,78.4,67.2,Top,270,0603_0.1uF
C1339,80.2,67.2,Top,180,0603_0.1uF
C1340,82.0,67.2,Top,270,0603_0.1uF
C1341,83.8,67.2,Top,270,0603_0.1uF
C1342,85.6,67.2,Top,90,0603_0.1uF
C1343,87.4,67.2,Top,90,0603_0.1uF
C1344,89.2,67.2,Top,90,0603_0.1uF
C1345,91.0,67.2,Top,180,0603_0.1uF
C1346,92.8,67.2,Top,0,0603_0.1uF
C1347,94.6,67.2,Top,270,0603_0.1uF
C1348,96.4,67.2,Top,180,0603_0.1uF
C1349,98.2,67.2,Top,0,0603_0.1uF
C1350,10.0,69.4,Top,0,0603_0.1uF
C1351,11.8,69.4,Top,180,0603_0.1uF
C1352,13.6,69.4,Top,0,0603_0.1uF
C1353,15.4,69.4,Top,90,0603_0.1uF
C1354,17.2,69.4,Top,180,0603_0.1uF
C1355,19.0,69.4,Top,270,0603_0.1uF
C1356,20.8,69.4,Top,90,0603_0.1uF
C1357,22.6,69.4,Top,270,0603_0.1uF
C1358,24.4,69.4,Top,0,0603_0.1uF
C1359,26.2,69.4,Top,90,0603_0.1uF
C1360,28.0,69.4,Top,270,0603_0.1uF
C1361,29.8,69.4,Top,180,0603_0.1uF
C1362,31.6,69.4,Top,0,0603_0.1uF
C1363,33.4,69.4,Top,270,0603_0.1uF
C1364,35.2,69.4,Top,0,0603_0.1uF
C1365,37.0,69.4,Top,270,0603_0.1uF
C1366,38.8,69.4,Top,180,0603_0.1uF
C1367,40.6,69.4,Top,90,0603_0.1uF
C1368,42.4,69.4,Top,270,0603_0.1uF
C1369,44.2,69.4,Top,0,0603_0.1uF
C1370,46.0,69.4,Top,180,0603_0.1uF
C1371,47.8,69.4,Top,90,0603_0.1uF
C1372,49.6,69.4,Top,0,0603_0.1uF
C1373,51.4,69.4,Top,180,0603_0.1uF
C1374,53.2,69.4,Top,0,0603_0.1uF
C1375,55.0,69.4,Top,180,0603_0.1uF
C1376,56.8,69.4,Top,90,0603_0.1uF
C1377,58.6,69.4,Top,90,0603_0.1uF
C1378,60.4,69.4,Top,0,0603_0.1uF
C1379,62.2,69.4,Top,180,0603_0.1uF
C1380,64.0,69.4,Top,270,0603_0.1uF
C1381,65.8,69.4,Top,90,0603_0.1uF
C1382,67.6,69.4,Top,270,0603_0.1uF
C1383,69.4,69.4,Top,270,0603_0.1uF
C1384,71.2,69.4,Top,0,0603_0.1uF
C1385,73.0,69.4,Top,0,0603_0.1uF
C1386,74.8,69.4,Top,0,0603_0.1uF
C1387,76.6,69.4,Top,180,0603_0.1uF
C1388,78.4,69.4,Top,90,0603_0.1uF
C1389,80.2,69.4,Top,90,0603_0.1uF
C1390,82.0,69.4,Top,270,0603_0.1uF
C1391,83.8,69.4,Top,0,0603_0.1uF
C1392,85.6,69.4,Top,180,0603_0.1uF
C1393,87.4,69.4,Top,90,0603_0.1uF
C1394,89.2,69.4,Top,180,0603_0.1uF
C1395,91.0,69.4,Top,0,0603_0.1uF
C1396,92.8,69.4,Top,0,0603_0.1uF
C1397,94.6,69.4,Top,90,0603_0.1uF
C1398,96.4,69.4,Top,270,0603_0.1uF
C1399,98.2,69.4,Top,270,0603_0.1uF
C1400,10.0,71.6,Top,0,0603_0.1uF
C1401,11.8,71.6,Top,0,0603_0.1uF
C1402,13.6,71.6,Top,270,0603_0.1uF
C1403,15.4,71.6,Top,0,0603_0.1uF
C1404,17.2,71.6,Top,90,0603_0.1uF
C1405,19.0,71.6,Top,90,0603_0.1uF
C1406,20.8,71.6,Top,180,0603_0.1uF
C1407,22.6,71.6,Top,270,0603_0.1uF
C1408,24.4,71.6,Top,0,0603_0.1uF
C1409,26.2,71.6,Top,180,0603_0.1uF
C1410,28.0,71.6,Top,90,0603_0.1uF
C1411,29.8,71.6,Top,270,0603_0.1uF
C1412,31.6,71.6,Top,90,0603_0.1uF
C1413,33.4,71.6,Top,0,0603_0.1uF
C1414,35.2,71.6,Top,180,0603_0.1uF
C1415,37.0,71.6,Top,0,0603_0.1uF
C1416,38.8,71.6,Top,0,0603_0.1uF
C1417,40.6,71.6,Top,270,0603_0.1uF
C1418,42.4,71.6,Top,270,0603_0.1uF
C1419,44.2,71.6,Top,0,0603_0.1uF
C1420,46.0,71.6,Top,270,0603_0.1uF
C1421,47.8,71.6,Top,180,0603_0.1uF
C1422,49.6,71.6,Top,180,0603_0.1uF
C1423,51.4,71.6,Top,0,0603_0.1uF
C1424,53.2,71.6,Top,180,0603_0.1uF
C1425,55.0,71.6,Top,0,0603_0.1uF
C1426,56.8,71.6,Top,180,0603_0.1uF
C1427,58.6,71.6,Top,90,0603_0.1uF
C1428,60.4,71.6,Top,0,0603_0.1uF
C1429,62.2,71.6,Top,180,0603_0.1uF
C1430,64.0,71.6,Top,90,0603_0.1uF
C1431,65.8,71.6,Top,0,0603_0.1uF
C1432,67.6,71.6,Top,180,0603_0.1uF
C1433,69.4,71.6,Top,180,0603_0.1uF
C1434,71.2,71.6,Top,90,0603_0.1uF
C1435,73.0,71.6,Top,270,0603_0.1uF
C1436,74.8,71.6,Top,270,0603_0.1uF
C1437,76.6,71.6,Top,90,0603_0.1uF
C1438,78.4,71.6,Top,90,0603_0.1uF
C1439,80.2,71.6,Top,0,0603_0.1uF
C1440,82.0,71.6,Top,270,0603_0.1uF
C1441,83.8,71.6,Top,0,0603_0.1uF
C1442,85.6,71.6,Top,180,0603_0.1uF
C1443,87.4,71.6,Top,90,0603_0.1uF
C1444,89.2,71.6,Top,0,0603_0.1uF
C1445,91.0,71.6,Top,90,0603_0.1uF
C1446,92.8,71.6,Top,0,0603_0.1uF
C1447,94.6,71.6,Top,180,0603_0.1uF
C1448,96.4,71.6,Top,180,0603_0.1uF
C1449,98.2,71.6,Top,270,0603_0.1uF
C1450,10.0,73.8,Top,270,0603_0.1uF
C1451,11.8,73.8,Top,180,0603_0.1uF
C1452,13.6,73.8,Top,0,0603_0.1uF
C1453,15.4,73.8,Top,90,0603_0.1uF
C1454,17.2,73.8,Top,180,0603_0.1uF
C1455,19.0,73.8,Top,180,0603_0.1uF
C1456,20.8,73.8,Top,0,0603_0.1uF
C1457,22.6,73.8,Top,180,0603_0.1uF
C1458,24.4,73.8,Top,180,0603_0.1uF
C1459,26.2,73.8,Top,0,0603_0.1uF
C1460,28.0,73.8,Top,180,0603_0.1uF
C1461,29.8,73.8,Top,270,0603_0.1uF
C1462,31.6,73.8,Top,270,0603_0.1uF
C1463,33.4,73.8,Top,270,0603_0.1uF
C1464,35.2,73.8,Top,270,0603_0.1uF
C1465,37.0,73.8,Top,180,0603_0.1uF
C1466,38.8,73.8,Top,90,0603_0.1uF
C1467,40.6,73.8,Top,270,0603_0.1uF
C1468,42.4,73.8,Top,270,0603_0.1uF
C1469,44.2,73.8,Top,180,0603_0.1uF
C1470,46.0,73.8,Top,180,0603_0.1uF
C1471,47.8,73.8,Top,0,0603_0.1uF
C1472,49.6,73.8,Top,270,0603_0.1uF
C1473,51.4,73.8,Top,0,0603_0.1uF
C1474,53.2,73.8,Top,270,0603_0.1uF
C1475,55.0,73.8,Top,90,0603_0.1uF
C1476,56.8,73.8,Top,180,0603_0.1uF
C1477,58.6,73.8,Top,180,0603_0.1uF
C1478,60.4,73.8,Top,0,0603_0.1uF
C1479,62.2,73.8,Top,0,0603_0.1uF
C1480,64.0,73.8,Top,180,0603_0.1uF
C1481,65.8,73.8,Top,180,0603_0.1uF
C1482,67.6,73.8,Top,180,0603_0.1uF
C1483,69.4,73.8,Top,270,0603_0.1uF
C1484,71.2,73.8,Top,270,0603_0.1uF
C1485,73.0,73.8,Top,90,0603_0.1uF
C1486,74.8,73.8,Top,270,0603_0.1uF
C1487,76.6,73.8,Top,180,0603_0.1uF
C1488,78.4,73.8,Top,270,0603_0.1uF
C1489,80.2,73.8,Top,0,0603_0.1uF
C1490,82.0,73.8,Top,180,0603_0.1uF
C1491,83.8,73.8,Top,270,0603_0.1uF
C1492,85.6,73.8,Top,180,0603_0.1uF
C1493,87.4,73.8,Top,0,0603_0.1uF
C1494,89.2,73.8,Top,0,0603_0.1uF
C1495,91.0,73.8,Top,270,0603_0.1uF
C1496,92.8,73.8,Top,180,0603_0.1uF
C1497,94.6,73.8,Top,90,0603_0.1uF
C1498,96.4,73.8,Top,0,0603_0.1uF
C1499,98.2,73.8,Top,90,0603_0.1uF
C1500,10.0,76.0,Top,270,0603_0.1uF
C1501,11.8,76.0,Top,0,0603_0.1uF
C1502,13.6,76.0,Top,90,0603_0.1uF
C1503,15.4,76.0,Top,0,0603_0.1uF
C1504,17.2,76.0,Top,90,0603_0.1uF
C1505,19.0,76.0,Top,180,0603_0.1uF
C1506,20.8,76.0,Top,180,0603_0.1uF
C1507,22.6,76.0,Top,270,0603_0.1uF
C1508,24.4,76.0,Top,0,0603_0.1uF
C1509,26.2,76.0,Top,90,0603_0.1uF
C1510,28.0,76.0,Top,270,0603_0.1uF
C1511,29.8,76.0,Top,180,0603_0.1uF
C1512,31.6,76.0,Top,180,0603_0.1uF
C1513,33.4,76.0,Top,270,0603_0.1uF
C1514,35.2,76.0,Top,0,0603_0.1uF
C1515,37.0,76.0,Top,90,0603_0.1uF
C1516,38.8,76.0,Top,180,0603_0.1uF
C1517,40.6,76.0,Top,270,0603_0.1uF
C1518,42.4,76.0,Top,180,0603_0.1uF
C1519,44.2,76.0,Top,180,0603_0.1uF
C1520,46.0,76.0,Top,90,0603_0.1uF
C1521,47.8,76.0,Top,0,0603_0.1uF
C1522,49.6,76.0,Top,0,0603_0.1uF
C1523,51.4,76.0,Top,90,0603_0.1uF
C1524,53.2,76.0,Top,270,0603_0.1uF
C1525,55.0,76.0,Top,270,0603_0.1uF
C1526,56.8,76.0,Top,0,0603_0.1uF
C1527,58.6,76.0,Top,180,0603_0.1uF
C1528,60.4,76.0,Top,180,0603_0.1uF
C1529,62.2,76.0,Top,270,0603_0.1uF
C1530,64.0,76.0,Top,90,0603_0.1uF
C1531,65.8,76.0,Top,180,0603_0.1uF
C1532,67.6,76.0,Top,270,0603_0.1uF
C1533,69.4,76.0,Top,90,0603_0.1uF
C1534,71.2,76.0,Top,0,0603_0.1uF
C1535,73.0,76.0,Top,90,0603_0.1uF
C1536,74.8,76.0,Top,0,0603_0.1uF
C1537,76.6,76.0,Top,270,0603_0.1uF
C1538,78.4,76.0,Top,90,0603_0.1uF
C1539,80.2,76.0,Top,270,0603_0.1uF
C1540,82.0,76.0,Top,0,0603_0.1uF
C1541,83.8,76.0,Top,180,0603_0.1uF
C1542,85.6,76.0,Top,180,0603_0.1uF
C1543,87.4,76.0,Top,0,0603_0.1uF
C1544,89.2,76.0,Top,180,0603_0.1uF
C1545,91.0,76.0,Top,180,0603_0.1uF
C1546,92.8,76.0,Top,90,0603_0.1uF
C1547,94.6,76.0,Top,90,0603_0.1uF
C1548,96.4,76.0,Top,180,0603_0.1uF
C1549,98.2,76.0,Top,90,0603_0.1uF
C1550,10.0,78.2,Top,0,0603_0.1uF
C1551,11.8,78.2,Top,90,0603_0.1uF
C1552,13.6,78.2,Top,90,0603_0.1uF
C1553,15.4,78.2,Top,90,0603_0.1uF
C1554,17.2,78.2,Top,270,0603_0.1uF
C1555,19.0,78.2,Top,0,0603_0.1uF
C1556,20.8,78.2,Top,180,0603_0.1uF
C1557,22.6,78.2,Top,180,0603_0.1uF
C1558,24.4,78.2,Top,270,0603_0.1uF
C1559,26.2,78.2,Top,90,0603_0.1uF
C1560,28.0,78.2,Top,0,0603_0.1uF
C1561,29.8,78.2,Top,0,0603_0.1uF
C1562,31.6,78.2,Top,180,0603_0.1uF
C1563,33.4,78.2,Top,270,0603_0.1uF
C1564,35.2,78.2,Top,270,0603_0.1uF
C1565,37.0,78.2,Top,270,0603_0.1uF
C1566,38.8,78.2,Top,270,0603_0.1uF
C1567,40.6,78.2,Top,0,0603_0.1uF
C1568,42.4,78.2,Top,90,0603_0.1uF
C1569,44.2,78.2,Top,180,0603_0.1uF
C1570,46.0,78.2,Top,0,0603_0.1uF
C1571,47.8,78.2,Top,270,0603_0.1uF
C1572,49.6,78.2,Top,270,0603_0.1uF
C1573,51.4,78.2,Top,180,0603_0.1uF
C1574,53.2,78.2,Top,90,0603_0.1uF
C1575,55.0,78.2,Top,90,0603_0.1uF
C1576,56.8,78.2,Top,90,0603_0.1uF
C1577,58.6,78.2,Top,270,0603_0.1uF
C1578,60.4,78.2,Top,0,0603_0.1uF
C1579,62.2,78.2,Top,0,0603_0.1uF
C1580,64.0,78.2,Top,90,0603_0.1uF
C1581,65.8,78.2,Top,180,0603_0.1uF
C1582,67.6,78.2,Top,90,0603_0.1uF
C1583,69.4,78.2,Top,90,0603_0.1uF
C1584,71.2,78.2,Top,180,0603_0.1uF
C1585,73.0,78.2,Top,90,0603_0.1uF
C1586,74.8,78.2,Top,180,0603_0.1uF
C1587,76.6,78.2,Top,180,0603_0.1uF
C1588,78.4,78.2,Top,0,0603_0.1uF
C1589,80.2,78.2,Top,180,0603_0.1uF
C1590,82.0,78.2,Top,90,0603_0.1uF
C1591,83.8,78.2,Top,180,0603_0.1uF
C1592,85.6,78.2,Top,90,0603_0.1uF
C1593,87.4,78.2,Top,180,0603_0.1uF
C1594,89.2,78.2,Top,0,0603_0.1uF
C1595,91.0,78.2,Top,90,0603_0.1uF
C1596,92.8,78.2,Top,90,0603_0.1uF
C1597,94.6,78.2,Top,90,0603_0.1uF
C1598,96.4,78.2,Top,180,0603_0.1uF
C1599,98.2,78.2,Top,0,0603_0.1uF
C1600,10.0,80.4,Top,0,0603_0.1uF
C1601,11.8,80.4,Top,0,0603_0.1uF
C1602,13.6,80.4,Top,0,0603_0.1uF
C1603,15.4,80.4,Top,180,0603_0.1uF
C1604,17.2,80.4,Top,90,0603_0.1uF
C1605,19.0,80.4,Top,270,0603_0.1uF
C1606,20.8,80.4,Top,0,0603_0.1uF
C1607,22.6,80.4,Top,270,0603_0.1uF
C1608,24.4,80.4,Top,180,0603_0.1uF
C1609,26.2,80.4,Top,180,0603_0.1uF
C1610,28.0,80.4,Top,270,0603_0.1uF
C1611,29.8,80.4,Top,90,0603_0.1uF
C1612,31.6,80.4,Top,270,0603_0.1uF
C1613,33.4,80.4,Top,180,0603_0.1uF
C1614,35.2,80.4,Top,270,0603_0.1uF
C1615,37.0,80.4,Top,0,0603_0.1uF
C1616,38.8,80.4,Top,0,0603_0.1uF
C1617,40.6,80.4,Top,90,0603_0.1uF
C1618,42.4,80.4,Top,270,0603_0.1uF
C1619,44.2,80.4,Top,270,0603_0.1uF
C1620,46.0,80.4,Top,270,0603_0.1uF
C1621,47.8,80.4,Top,270,0603_0.1uF
C1622,49.6,80.4,Top,90,0603_0.1uF
C1623,51.4,80.4,Top,180,0603_0.1uF
C1624,53.2,80.4,Top,90,0603_0.1uF
C1625,55.0,80.4,Top,180,0603_0.1uF
C1626,56.8,80.4,Top,180,0603_0.1uF
C1627,58.6,80.4,Top,180,0603_0.1uF
C1628,60.4,80.4,Top,270,0603_0.1uF
C1629,62.2,80.4,Top,90,0603_0.1uF
C1630,64.0,80.4,Top,180,0603_0.1uF
C1631,65.8,80.4,Top,0,0603_0.1uF
C1632,67.6,80.4,Top,180,0603_0.1uF
C1633,69.4,80.4,Top,90,0603_0.1uF
C1634,71.2,80.4,Top,270,0603_0.1uF
C1635,73.0,80.4,Top,0,0603_0.1uF
C1636,74.8,80.4,Top,180,0603_0.1uF
C1637,76.6,80.4,Top,270,0603_0.1uF
C1638,78.4,80.4,Top,90,0603_0.1uF
C1639,80.2,80.4,Top,90,0603_0.1uF
C1640,82.0,80.4,Top,0,0603_0.1uF
C1641,83.8,80.4,Top,0,0603_0.1uF
C1642,85.6,80.4,Top,180,0603_0.1uF
C1643,87.4,80.4,Top,270,0603_0.1uF
